,summary,config,name
42,"{'_step': 149, 'epoch': 9, '_timestamp': 1680623556.4586525, 'test/recall': 0.9148936170212766, 'test/epoch_loss': 0.2318242397573259, 'train/epoch_acc': 0.995085995085995, 'train/batch_loss': 0.06110217794775963, 'train/epoch_loss': 0.05107141801451289, '_wandb': {'runtime': 326}, '_runtime': 328.0050995349884, 'test/f1-score': 0.9052631578947368, 'test/epoch_acc': 0.9, 'test/precision': 0.8958333333333334}","{'eps': 1e-08, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 7, 'batch_size': 64, 'learning_rate': 0.003}",genial-sweep-21
43,"{'_wandb': {'runtime': 325}, '_runtime': 327.10622239112854, '_timestamp': 1680623221.0825984, 'test/recall': 0.8723404255319149, 'train/epoch_acc': 0.7911547911547911, '_step': 149, 'epoch': 9, 'test/f1-score': 0.780952380952381, 'test/epoch_acc': 0.7444444444444445, 'test/precision': 0.7068965517241379, 'test/epoch_loss': 0.5943129923608568, 'train/batch_loss': 0.6166229844093323, 'train/epoch_loss': 0.5714027147914034}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 2, 'batch_size': 64, 'learning_rate': 0.001}",lemon-sweep-20
44,"{'train/epoch_acc': 0.6277641277641277, 'train/epoch_loss': 0.6722187732302879, 'epoch': 9, '_wandb': {'runtime': 330}, '_runtime': 331.60892701148987, 'test/recall': 0.7021276595744681, 'test/f1-score': 0.6470588235294118, 'train/batch_loss': 0.7205827236175537, '_step': 1039, '_timestamp': 1680622885.059607, 'test/epoch_acc': 0.6, 'test/precision': 0.6, 'test/epoch_loss': 0.6746161646313138}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.9, 'optimizer': 'adam', 'step_size': 2, 'batch_size': 8, 'learning_rate': 0.0001}",ancient-sweep-19
45,"{'test/epoch_loss': 0.24883262103216516, 'train/epoch_acc': 0.9877149877149876, 'train/batch_loss': 0.015468262135982512, '_wandb': {'runtime': 347}, '_runtime': 348.9979507923126, '_timestamp': 1680622545.2735748, 'test/recall': 0.8695652173913043, 'test/f1-score': 0.898876404494382, 'test/epoch_acc': 0.9, 'test/precision': 0.9302325581395348, 'train/epoch_loss': 0.0466749508011656, '_step': 2059, 'epoch': 9}","{'eps': 1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.9, 'optimizer': 'adam', 'step_size': 5, 'batch_size': 4, 'learning_rate': 0.01}",smart-sweep-18
46,"{'epoch': 9, '_runtime': 329.3028633594513, '_timestamp': 1680622188.8210304, 'test/epoch_loss': 0.2015038196825319, 'train/epoch_loss': 0.07856258183731457, '_step': 1039, 'test/recall': 0.8536585365853658, 'test/f1-score': 0.8974358974358975, 'test/epoch_acc': 0.9111111111111112, 'test/precision': 0.945945945945946, 'train/epoch_acc': 0.9815724815724816, 'train/batch_loss': 0.007225348148494959, '_wandb': {'runtime': 328}}","{'eps': 1e-08, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.9, 'optimizer': 'sgd', 'step_size': 2, 'batch_size': 8, 'learning_rate': 0.003}",sleek-sweep-17
47,"{'test/epoch_acc': 0.8333333333333334, 'train/epoch_acc': 0.828009828009828, 'train/epoch_loss': 0.5808350268101516, 'test/recall': 0.8301886792452831, 'epoch': 9, '_wandb': {'runtime': 321}, '_runtime': 323.3842430114746, '_timestamp': 1680621849.979658, 'test/f1-score': 0.8543689320388349, 'test/precision': 0.88, 'test/epoch_loss': 0.5843977000978258, '_step': 279, 'train/batch_loss': 0.6047794222831726}","{'eps': 1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.5, 'optimizer': 'sgd', 'step_size': 5, 'batch_size': 32, 'learning_rate': 0.0001}",winter-sweep-16
48,"{'epoch': 9, '_wandb': {'runtime': 346}, '_runtime': 347.8050694465637, 'test/recall': 0.85, 'test/epoch_acc': 0.8666666666666667, 'test/precision': 0.85, '_step': 2059, 'test/f1-score': 0.85, 'test/epoch_loss': 0.5281610590923164, 'train/epoch_acc': 0.995085995085995, 'train/batch_loss': 0.001602485659532249, 'train/epoch_loss': 0.029015880939893934, '_timestamp': 1680621511.323635}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 7, 'batch_size': 4, 'learning_rate': 0.1}",rare-sweep-15
49,"{'_wandb': {'runtime': 346}, '_runtime': 347.7671456336975, '_timestamp': 1680621147.5604067, 'test/f1-score': 0.9135802469135802, 'test/epoch_acc': 0.9222222222222224, 'train/epoch_acc': 0.9864864864864864, '_step': 2059, 'test/recall': 0.8809523809523809, 'test/precision': 0.9487179487179488, 'test/epoch_loss': 0.22225395898438163, 'train/batch_loss': 0.010366588830947876, 'train/epoch_loss': 0.04606454834343147, 'epoch': 9}","{'eps': 1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 7, 'batch_size': 4, 'learning_rate': 0.001}",stoic-sweep-14
50,"{'_timestamp': 1680620790.920825, 'test/f1-score': 0.6585365853658537, 'train/epoch_acc': 0.6523341523341524, 'train/batch_loss': 0.6023905277252197, 'train/epoch_loss': 0.6673213337211703, '_step': 2059, '_wandb': {'runtime': 351}, '_runtime': 352.6435329914093, 'test/precision': 0.6428571428571429, 'test/epoch_loss': 0.661226307021247, 'epoch': 9, 'test/recall': 0.675, 'test/epoch_acc': 0.6888888888888889}","{'eps': 1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 5, 'batch_size': 4, 'learning_rate': 0.0001}",glorious-sweep-13
51,"{'_step': 149, '_wandb': {'runtime': 329}, 'test/recall': 0.9574468085106383, 'test/f1-score': 0.9782608695652174, 'test/epoch_acc': 0.977777777777778, 'test/precision': 1, 'train/epoch_acc': 1, 'epoch': 9, '_runtime': 330.7649688720703, '_timestamp': 1680620431.024078, 'test/epoch_loss': 0.1352142873737547, 'train/batch_loss': 0.004083937965333462, 'train/epoch_loss': 0.0071195896911716286}","{'eps': 1e-08, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.999, 'optimizer': 'sgd', 'step_size': 5, 'batch_size': 64, 'learning_rate': 0.01}",chocolate-sweep-12
52,"{'test/precision': 0.8085106382978723, 'train/epoch_loss': 0.5577488642652731, '_step': 149, 'epoch': 9, '_wandb': {'runtime': 328}, '_timestamp': 1680620092.0697718, 'test/f1-score': 0.8636363636363636, 'test/epoch_acc': 0.8666666666666667, '_runtime': 329.12984681129456, 'test/recall': 0.926829268292683, 'test/epoch_loss': 0.5375637359089321, 'train/epoch_acc': 0.800982800982801, 'train/batch_loss': 0.5299303531646729}","{'eps': 0.1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.99, 'optimizer': 'adam', 'step_size': 5, 'batch_size': 64, 'learning_rate': 0.0003}",glowing-sweep-11
53,"{'_runtime': 324.3058567047119, 'test/recall': 0.7659574468085106, 'test/epoch_acc': 0.7555555555555555, 'test/precision': 0.7659574468085106, 'train/epoch_acc': 0.8611793611793611, 'train/epoch_loss': 0.46212616409072127, '_step': 279, 'epoch': 9, '_wandb': {'runtime': 322}, '_timestamp': 1680619755.0191748, 'test/f1-score': 0.7659574468085105, 'test/epoch_loss': 0.5337554746203952, 'train/batch_loss': 0.5281365513801575}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.5, 'optimizer': 'adam', 'step_size': 5, 'batch_size': 32, 'learning_rate': 0.003}",different-sweep-10
54,"{'_runtime': 327.0705659389496, '_timestamp': 1680619423.656795, 'test/f1-score': 0.8602150537634408, 'test/epoch_acc': 0.8555555555555556, 'test/precision': 0.7843137254901961, '_step': 279, 'epoch': 9, '_wandb': {'runtime': 325}, 'test/epoch_loss': 0.5470490535100301, 'train/epoch_acc': 0.8058968058968059, 'train/epoch_loss': 0.5580001385557564, 'test/recall': 0.9523809523809524, 'train/batch_loss': 0.6183260083198547}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 32, 'learning_rate': 0.003}",lilac-sweep-9
55,"{'train/epoch_loss': 0.46969629490990605, '_wandb': {'runtime': 327}, 'test/recall': 0.7551020408163265, 'test/epoch_acc': 0.788888888888889, 'test/precision': 0.8409090909090909, 'test/f1-score': 0.7956989247311828, 'test/epoch_loss': 0.46168507006433274, 'train/epoch_acc': 0.773955773955774, 'train/batch_loss': 0.6300776600837708, '_step': 529, 'epoch': 9, '_runtime': 328.68579959869385, '_timestamp': 1680619089.5332966}","{'eps': 0.1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 3, 'batch_size': 16, 'learning_rate': 0.1}",crimson-sweep-8
56,"{'_step': 2059, '_runtime': 350.2308712005615, '_timestamp': 1680618753.2361271, 'test/epoch_loss': 0.44089303129391433, 'train/epoch_acc': 0.9938574938574938, 'train/batch_loss': 0.011611333116889, 'epoch': 9, '_wandb': {'runtime': 349}, 'test/recall': 0.8181818181818182, 'test/f1-score': 0.8737864077669902, 'test/epoch_acc': 0.8555555555555556, 'test/precision': 0.9375, 'train/epoch_loss': 0.02176519967463292}","{'eps': 0.1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 7, 'batch_size': 4, 'learning_rate': 0.003}",still-sweep-7
57,"{'test/f1-score': 0.8607594936708861, 'test/epoch_acc': 0.8777777777777778, 'test/precision': 0.85, 'train/epoch_acc': 0.9938574938574938, 'train/epoch_loss': 0.02099113287724536, '_wandb': {'runtime': 333}, 'test/recall': 0.8717948717948718, '_runtime': 334.69481587409973, '_timestamp': 1680618396.0194488, 'test/epoch_loss': 0.24035142682841976, 'train/batch_loss': 0.030084805563092232, '_step': 1039, 'epoch': 9}","{'eps': 1e-08, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.999, 'optimizer': 'sgd', 'step_size': 5, 'batch_size': 8, 'learning_rate': 0.01}",charmed-sweep-6
58,"{'epoch': 9, '_timestamp': 1680618051.044084, 'test/recall': 0.8780487804878049, 'test/f1-score': 0.8674698795180722, 'test/precision': 0.8571428571428571, 'test/epoch_loss': 0.5385394818252988, 'train/epoch_acc': 0.9963144963144964, 'train/batch_loss': 0.001848929445259273, '_step': 1039, '_wandb': {'runtime': 335}, '_runtime': 336.1621870994568, 'test/epoch_acc': 0.8777777777777778, 'train/epoch_loss': 0.010693324584853135}","{'eps': 1e-08, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.9, 'optimizer': 'adam', 'step_size': 7, 'batch_size': 8, 'learning_rate': 0.0003}",restful-sweep-5
59,"{'_step': 149, 'epoch': 9, 'test/recall': 0.8409090909090909, 'test/epoch_acc': 0.8444444444444444, 'test/epoch_loss': 0.6238909363746643, 'train/epoch_loss': 0.004462716538065481, '_wandb': {'runtime': 333}, '_runtime': 334.4848310947418, '_timestamp': 1680617708.075962, 'test/f1-score': 0.8409090909090909, 'test/precision': 0.8409090909090909, 'train/epoch_acc': 1, 'train/batch_loss': 0.004928763955831528}","{'eps': 1e-08, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.5, 'optimizer': 'sgd', 'step_size': 5, 'batch_size': 64, 'learning_rate': 0.1}",proud-sweep-4
60,"{'train/epoch_acc': 0.5626535626535626, 'train/batch_loss': 0.6750851273536682, '_step': 149, '_wandb': {'runtime': 337}, '_timestamp': 1680617365.2791553, 'test/recall': 0.75, 'test/epoch_acc': 0.34444444444444444, 'test/epoch_loss': 0.7233364171451993, 'train/epoch_loss': 0.6796711432845938, 'epoch': 9, '_runtime': 338.4922821521759, 'test/f1-score': 0.4778761061946903, 'test/precision': 0.35064935064935066}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.5, 'optimizer': 'sgd', 'step_size': 2, 'batch_size': 64, 'learning_rate': 0.0001}",visionary-sweep-3
61,"{'_wandb': {'runtime': 132}, 'test/recall': 1, 'test/f1-score': 0.59375, 'test/epoch_acc': 0.4222222222222222, 'test/precision': 0.4222222222222222, 'train/batch_loss': 1.2695436477661133, '_step': 110, 'epoch': 3, '_runtime': 129.48883533477783, '_timestamp': 1680617007.4126654, 'test/epoch_loss': 109.22879723442924, 'train/epoch_acc': 0.5147420147420148, 'train/epoch_loss': 3.225923076601521}","{'eps': 1e-08, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.99, 'optimizer': 'adam', 'step_size': 2, 'batch_size': 32, 'learning_rate': 0.1}",splendid-sweep-2
62,"{'_runtime': 373.84231185913086, 'test/recall': 0.8636363636363636, 'train/batch_loss': 0.563504695892334, 'test/epoch_loss': 0.6018742865986294, '_step': 1039, 'epoch': 9, '_wandb': {'runtime': 372}, '_timestamp': 1680616870.0621138, 'test/f1-score': 0.8172043010752688, 'test/epoch_acc': 0.8111111111111111, 'test/precision': 0.7755102040816326, 'train/epoch_acc': 0.7727272727272727, 'train/epoch_loss': 0.5949591096554693}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 3, 'batch_size': 8, 'learning_rate': 0.0001}",snowy-sweep-1
63,"{'test/epoch_acc': 0.6333333333333333, 'test/precision': 0.625, 'train/epoch_acc': 0.5552825552825553, 'train/batch_loss': 0.7118003964424133, 'epoch': 9, '_timestamp': 1678798635.5359335, 'test/f1-score': 0.6024096385542168, 'test/recall': 0.5813953488372093, 'test/epoch_loss': 0.6787986318270366, 'train/epoch_loss': 0.684732110699506, '_step': 529, '_wandb': {'runtime': 327}, '_runtime': 333.6077947616577}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.5, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 16, 'learning_rate': 0.0001}",comic-sweep-38
64,"{'_step': 149, 'epoch': 9, '_timestamp': 1678798288.876002, 'test/recall': 1, 'test/epoch_loss': 0.5120628664890925, 'train/epoch_acc': 1, 'train/epoch_loss': 0.001254009526264133, '_wandb': {'runtime': 337}, '_runtime': 342.7867271900177, 'test/f1-score': 0.888888888888889, 'test/epoch_acc': 0.888888888888889, 'test/precision': 0.8, 'train/batch_loss': 0.0015535189304500818}","{'eps': 1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.999, 'optimizer': 'sgd', 'step_size': 5, 'batch_size': 64, 'learning_rate': 0.1}",magic-sweep-37
65,"{'test/recall': 0.6341463414634146, 'test/epoch_acc': 0.6444444444444445, 'test/precision': 0.6046511627906976, 'train/epoch_acc': 0.6572481572481572, 'train/epoch_loss': 0.659313001562395, '_step': 279, 'epoch': 9, '_wandb': {'runtime': 332}, 'test/epoch_loss': 0.6593369828330146, 'train/batch_loss': 0.6705241203308105, '_runtime': 338.4290623664856, '_timestamp': 1678797929.8979273, 'test/f1-score': 0.6190476190476191}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.9, 'optimizer': 'adam', 'step_size': 7, 'batch_size': 32, 'learning_rate': 0.0003}",azure-sweep-36
66,"{'_step': 1039, 'test/precision': 0.9591836734693876, 'test/epoch_loss': 0.5167779392666287, 'train/epoch_acc': 0.7911547911547911, 'epoch': 9, '_wandb': {'runtime': 343}, '_runtime': 349.1018385887146, '_timestamp': 1678797575.4461255, 'test/recall': 0.8703703703703703, 'test/f1-score': 0.912621359223301, 'test/epoch_acc': 0.9, 'train/batch_loss': 0.5475739240646362, 'train/epoch_loss': 0.542006236622316}","{'eps': 1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.99, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 8, 'learning_rate': 0.001}",easy-sweep-35
67,"{'_wandb': {'runtime': 362}, '_timestamp': 1678797212.2311337, 'test/f1-score': 0.8611111111111112, 'test/precision': 0.8611111111111112, 'test/epoch_loss': 0.27850865055532065, 'train/epoch_acc': 0.9987714987714988, 'train/batch_loss': 4.9947026127483696e-05, '_step': 2059, 'train/epoch_loss': 0.012833298822080874, '_runtime': 367.9372293949127, 'test/recall': 0.8611111111111112, 'test/epoch_acc': 0.888888888888889, 'epoch': 9}","{'eps': 0.1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.9, 'optimizer': 'sgd', 'step_size': 5, 'batch_size': 4, 'learning_rate': 0.003}",usual-sweep-34
68,"{'test/epoch_loss': 0.6554473309053315, 'epoch': 9, '_wandb': {'runtime': 330}, '_runtime': 335.99687933921814, '_timestamp': 1678796827.8409674, 'test/recall': 0.9791666666666666, 'test/f1-score': 0.903846153846154, 'test/epoch_acc': 0.888888888888889, 'train/epoch_acc': 0.9742014742014742, 'train/batch_loss': 0.17918632924556732, 'train/epoch_loss': 0.07036763163974523, '_step': 529, 'test/precision': 0.8392857142857143}","{'eps': 1e-08, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.5, 'optimizer': 'adam', 'step_size': 5, 'batch_size': 16, 'learning_rate': 0.0003}",polar-sweep-33
69,"{'test/f1-score': 0.7356321839080459, 'test/epoch_acc': 0.7444444444444445, 'train/epoch_acc': 0.8660933660933661, 'train/epoch_loss': 0.47513497564072105, 'epoch': 9, '_runtime': 336.63737440109253, '_timestamp': 1678796468.9253614, 'test/recall': 0.8648648648648649, 'test/precision': 0.64, 'test/epoch_loss': 0.5271965821584066, 'train/batch_loss': 0.4695126414299011, '_step': 149, '_wandb': {'runtime': 330}}","{'eps': 0.1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.5, 'optimizer': 'sgd', 'step_size': 2, 'batch_size': 64, 'learning_rate': 0.001}",still-sweep-32
70,"{'test/epoch_acc': 0.888888888888889, 'test/precision': 0.9428571428571428, 'test/epoch_loss': 0.2378266812198692, 'train/batch_loss': 0.711412787437439, '_step': 2059, '_wandb': {'runtime': 372}, '_runtime': 378.4032835960388, '_timestamp': 1678796117.3062005, 'test/recall': 0.8048780487804879, 'test/f1-score': 0.868421052631579, 'train/epoch_acc': 0.9705159705159704, 'train/epoch_loss': 0.09577267487700432, 'epoch': 9}","{'eps': 0.1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.5, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 4, 'learning_rate': 0.001}",misty-sweep-31
71,"{'_wandb': {'runtime': 333}, '_runtime': 336.8808288574219, '_timestamp': 1678795725.918603, 'test/f1-score': 0.8636363636363636, 'train/epoch_acc': 0.9926289926289926, 'train/epoch_loss': 0.05967479737370254, '_step': 529, 'epoch': 9, 'test/recall': 0.8260869565217391, 'test/epoch_acc': 0.8666666666666667, 'test/precision': 0.9047619047619048, 'test/epoch_loss': 0.27924135790930854, 'train/batch_loss': 0.04936826974153519}","{'eps': 1e-08, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.9, 'optimizer': 'sgd', 'step_size': 7, 'batch_size': 16, 'learning_rate': 0.001}",flowing-sweep-30
72,"{'_runtime': 339.73244285583496, '_timestamp': 1678795319.518895, 'test/recall': 0.851063829787234, 'test/f1-score': 0.898876404494382, 'test/epoch_acc': 0.9, 'test/precision': 0.9523809523809524, '_step': 279, 'epoch': 9, 'train/epoch_acc': 0.8722358722358722, 'train/epoch_loss': 0.3784469199122024, 'train/batch_loss': 0.4592914581298828, '_wandb': {'runtime': 336}, 'test/epoch_loss': 0.37525106337335373}","{'eps': 0.1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.9, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 32, 'learning_rate': 0.001}",deep-sweep-28
73,"{'test/recall': 0.625, 'test/f1-score': 0.6849315068493151, 'train/epoch_acc': 0.7899262899262899, 'train/batch_loss': 0.6763702630996704, 'train/epoch_loss': 0.5319552311733255, '_wandb': {'runtime': 377}, '_runtime': 381.0768678188324, '_timestamp': 1678794965.2675128, 'test/precision': 0.7575757575757576, 'test/epoch_loss': 0.5484810524516636, '_step': 2059, 'epoch': 9, 'test/epoch_acc': 0.7444444444444445}","{'eps': 0.1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.5, 'optimizer': 'adam', 'step_size': 5, 'batch_size': 4, 'learning_rate': 0.0001}",glorious-sweep-27
74,"{'epoch': 9, '_wandb': {'runtime': 334}, 'test/epoch_acc': 0.7555555555555555, 'train/batch_loss': 0.4391788542270661, '_step': 529, '_timestamp': 1678794572.9156363, 'test/recall': 0.813953488372093, 'test/f1-score': 0.7608695652173914, 'test/precision': 0.7142857142857143, 'test/epoch_loss': 0.5729872869120703, 'train/epoch_acc': 0.8968058968058967, 'train/epoch_loss': 0.2699748155379471, '_runtime': 338.11463618278503}","{'eps': 1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.9, 'optimizer': 'sgd', 'step_size': 2, 'batch_size': 16, 'learning_rate': 0.1}",stoic-sweep-26
75,"{'_step': 2059, 'epoch': 9, '_wandb': {'runtime': 377}, '_timestamp': 1678794222.848524, 'test/precision': 0.8478260869565217, 'train/epoch_acc': 0.9877149877149876, 'train/batch_loss': 0.025906365364789963, '_runtime': 380.8983037471771, 'test/recall': 0.8863636363636364, 'test/f1-score': 0.8666666666666666, 'test/epoch_acc': 0.8666666666666667, 'test/epoch_loss': 0.3083995895563728, 'train/epoch_loss': 0.04955068614813831}","{'eps': 1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 7, 'batch_size': 4, 'learning_rate': 0.01}",vibrant-sweep-25
76,"{'train/epoch_acc': 1, 'train/batch_loss': 0.0010389955714344978, '_step': 149, 'epoch': 9, '_timestamp': 1678793829.5489533, 'test/recall': 0.9215686274509804, 'test/f1-score': 0.8867924528301887, 'test/precision': 0.8545454545454545, '_wandb': {'runtime': 340}, '_runtime': 343.4739582538605, 'test/epoch_acc': 0.8666666666666667, 'test/epoch_loss': 0.7976957665549385, 'train/epoch_loss': 0.002287556243378495}","{'eps': 0.1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 5, 'batch_size': 64, 'learning_rate': 0.1}",valiant-sweep-24
77,"{'epoch': 9, 'test/precision': 0.8666666666666667, 'train/epoch_acc': 0.8857493857493858, 'train/epoch_loss': 0.3862068348493272, '_step': 149, '_runtime': 344.0598545074463, '_timestamp': 1678793464.5180786, 'test/recall': 0.8478260869565217, 'test/f1-score': 0.8571428571428571, 'test/epoch_acc': 0.8555555555555556, 'test/epoch_loss': 0.4112878143787384, 'train/batch_loss': 0.3762533664703369, '_wandb': {'runtime': 340}}","{'eps': 0.1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 5, 'batch_size': 64, 'learning_rate': 0.001}",polished-sweep-23
78,"{'train/epoch_acc': 0.6756756756756757, 'train/batch_loss': 0.7007869482040405, 'train/epoch_loss': 0.6115244123215171, '_step': 529, 'epoch': 9, '_runtime': 339.41979336738586, '_timestamp': 1678793108.7606344, 'test/epoch_loss': 0.6097042110231188, '_wandb': {'runtime': 336}, 'test/recall': 0.8837209302325582, 'test/f1-score': 0.7102803738317758, 'test/epoch_acc': 0.6555555555555556, 'test/precision': 0.59375}","{'eps': 1e-08, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 2, 'batch_size': 16, 'learning_rate': 0.01}",clear-sweep-22
79,"{'_wandb': {'runtime': 377}, '_runtime': 381.0477261543274, '_timestamp': 1678792758.596286, 'test/recall': 0.8157894736842105, 'test/precision': 0.9393939393939394, 'train/epoch_acc': 0.9815724815724816, 'epoch': 9, 'test/f1-score': 0.8732394366197183, 'test/epoch_acc': 0.9, 'test/epoch_loss': 0.23743902287549443, 'train/batch_loss': 0.5061427354812622, 'train/epoch_loss': 0.07462231436439994, '_step': 2059}","{'eps': 1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.99, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 4, 'learning_rate': 0.01}",sage-sweep-21
80,"{'test/precision': 0.902439024390244, 'train/batch_loss': 0.24579545855522156, 'train/epoch_loss': 0.12095561367287976, '_step': 529, 'epoch': 9, '_runtime': 335.3731348514557, 'test/epoch_acc': 0.8555555555555556, 'test/epoch_loss': 0.28035063776705, 'train/epoch_acc': 0.9791154791154792, '_wandb': {'runtime': 331}, '_timestamp': 1678792364.5292609, 'test/recall': 0.8043478260869565, 'test/f1-score': 0.8505747126436782}","{'eps': 1e-08, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.999, 'optimizer': 'sgd', 'step_size': 5, 'batch_size': 16, 'learning_rate': 0.001}",olive-sweep-20
81,"{'_step': 1039, 'epoch': 9, '_runtime': 340.5063774585724, 'test/precision': 0.9534883720930232, 'train/epoch_acc': 0.995085995085995, 'train/batch_loss': 0.0077079650945961475, 'train/epoch_loss': 0.018187719287696302, '_wandb': {'runtime': 337}, '_timestamp': 1678792015.2579195, 'test/recall': 0.9111111111111112, 'test/f1-score': 0.931818181818182, 'test/epoch_acc': 0.9333333333333332, 'test/epoch_loss': 0.17397157057291932}","{'eps': 0.1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 5, 'batch_size': 8, 'learning_rate': 0.003}",autumn-sweep-19
82,"{'train/batch_loss': 0.4317986071109772, '_step': 1039, 'epoch': 9, 'test/recall': 0.8205128205128205, 'test/f1-score': 0.7804878048780488, 'test/epoch_acc': 0.8, 'test/epoch_loss': 0.4940012666914198, 'train/epoch_acc': 0.8218673218673218, 'train/epoch_loss': 0.4784781006542412, '_wandb': {'runtime': 344}, '_runtime': 347.40152740478516, '_timestamp': 1678791661.9692383, 'test/precision': 0.7441860465116279}","{'eps': 0.1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 7, 'batch_size': 8, 'learning_rate': 0.0001}",crisp-sweep-18
83,"{'test/recall': 0.9090909090909092, 'test/f1-score': 0.9090909090909092, 'test/epoch_acc': 0.9111111111111112, 'test/precision': 0.9090909090909092, 'test/epoch_loss': 0.19624250796106127, '_step': 279, '_wandb': {'runtime': 335}, '_timestamp': 1678791236.6172178, 'train/epoch_acc': 0.9828009828009828, 'train/batch_loss': 0.15555259585380554, 'epoch': 9, '_runtime': 337.956387758255, 'train/epoch_loss': 0.08830470366618558}","{'eps': 0.1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 2, 'batch_size': 32, 'learning_rate': 0.003}",deep-sweep-16
